Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Pakistan,PAK,2017,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,4617000000
Pakistan,PAK,2016,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,1738000000
Pakistan,PAK,2015,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,1575044000
Pakistan,PAK,2014,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,3537500000
Pakistan,PAK,2013,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,130070000
Pakistan,PAK,2012,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,0
Pakistan,PAK,2011,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,0
Pakistan,PAK,2010,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,0
Pakistan,PAK,2009,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,0
Pakistan,PAK,2008,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,0
Pakistan,PAK,2007,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,875000000
Pakistan,PAK,2006,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,800000000
Pakistan,PAK,2005,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,862500000
Pakistan,PAK,2004,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,500000000
Pakistan,PAK,2003,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,0
Pakistan,PAK,2002,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,0
Pakistan,PAK,2001,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,701259000
Pakistan,PAK,2000,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,44642725
Pakistan,PAK,1999,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,0
Pakistan,PAK,1998,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,183811677.9
Pakistan,PAK,1997,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,1391868841.1
Pakistan,PAK,1996,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,307879829
Pakistan,PAK,1995,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,212447391
Pakistan,PAK,1994,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,345356174.5
Pakistan,PAK,1993,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,684300929.4
Pakistan,PAK,1992,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,605565523.8
Pakistan,PAK,1991,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,163673860
Pakistan,PAK,1990,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,81818384.1
Pakistan,PAK,1989,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,172752801.8
Pakistan,PAK,1988,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,42813595
Pakistan,PAK,1987,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,373968851.2
Pakistan,PAK,1986,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,181432201.3
Pakistan,PAK,1985,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,120540858.3
Pakistan,PAK,1984,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,240712695
Pakistan,PAK,1983,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,346603289.2
Pakistan,PAK,1982,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,422309256.1
Pakistan,PAK,1981,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,481171182.2
Pakistan,PAK,1980,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,240395526
Pakistan,PAK,1979,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,148096573.2
Pakistan,PAK,1978,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,79593267.7
Pakistan,PAK,1977,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,125509945.2
Pakistan,PAK,1976,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,129012367.8
Pakistan,PAK,1975,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,18994432.6
Pakistan,PAK,1974,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,104738384.1
Pakistan,PAK,1973,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,55591454.4
Pakistan,PAK,1972,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,10055489.7
Pakistan,PAK,1971,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,67079137.9
Pakistan,PAK,1970,"Commitments, private creditors (COM, current US$)",DT.COM.PRVT.CD,144526877.2
Pakistan,PAK,2017,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2016,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2015,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2014,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2013,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2012,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2011,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2010,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2009,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2008,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2007,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2006,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2005,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2004,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2003,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2002,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2001,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,0
Pakistan,PAK,2000,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,4.5066
Pakistan,PAK,1999,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,4.835
Pakistan,PAK,1998,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,5.6887
Pakistan,PAK,1997,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,5.9465
Pakistan,PAK,1996,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,7.3723
Pakistan,PAK,1995,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,8.1521
Pakistan,PAK,1994,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,8.0157
Pakistan,PAK,1993,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,7.3804
Pakistan,PAK,1992,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,8.8048
Pakistan,PAK,1991,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,9.7153
Pakistan,PAK,1990,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,10.1988
Pakistan,PAK,1989,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,9.8593
Pakistan,PAK,1988,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,9.0059
Pakistan,PAK,1987,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,9.8914
Pakistan,PAK,1986,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,8.9177
Pakistan,PAK,1985,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,6.9568
Pakistan,PAK,1984,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,5.5076
Pakistan,PAK,1983,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,6.2943
Pakistan,PAK,1982,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,7.239
Pakistan,PAK,1981,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,8.379
Pakistan,PAK,1980,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,9.1442
Pakistan,PAK,1979,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,10.8426
Pakistan,PAK,1978,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,10.9438
Pakistan,PAK,1977,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,9.9225
Pakistan,PAK,1976,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,9.4667
Pakistan,PAK,1975,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,9.5602
Pakistan,PAK,1974,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,10.7404
Pakistan,PAK,1973,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,10.1469
Pakistan,PAK,1972,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,8.5567
Pakistan,PAK,1971,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,9.0055
Pakistan,PAK,1970,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,8.7392
Pakistan,PAK,2018,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,4.8644
Pakistan,PAK,2017,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,5.5194
Pakistan,PAK,2016,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,5.6421
Pakistan,PAK,2015,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,6.3516
Pakistan,PAK,2014,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,7.4859
Pakistan,PAK,2013,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,9.1976
Pakistan,PAK,2012,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,8.5898
Pakistan,PAK,2011,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,8.3878
Pakistan,PAK,2010,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,9.0711
Pakistan,PAK,2009,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,10.0525
Pakistan,PAK,2008,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,10.2594
Pakistan,PAK,2007,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,11.9166
Pakistan,PAK,2006,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,12.1207
Pakistan,PAK,2005,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,12.2152
Pakistan,PAK,2004,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,13.603
Pakistan,PAK,2003,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,12.6979
Pakistan,PAK,2002,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,10.8054
Pakistan,PAK,2001,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,12.5783
Pakistan,PAK,2000,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1999,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1998,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1997,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1996,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1995,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1994,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1993,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1992,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1991,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1990,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1989,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1988,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1987,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1986,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1985,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1984,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1983,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1982,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1981,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1980,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1979,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1978,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1977,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1976,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1975,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1974,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1973,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1972,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1971,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,1970,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,0
Pakistan,PAK,2017,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2016,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2015,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2014,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2013,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2012,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2011,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2010,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2009,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2008,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2007,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2006,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2005,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2004,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2003,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2002,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2001,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0
Pakistan,PAK,2000,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.5855
Pakistan,PAK,1999,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.428
Pakistan,PAK,1998,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.2224
Pakistan,PAK,1997,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.1824
Pakistan,PAK,1996,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.6523
Pakistan,PAK,1995,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.7861
Pakistan,PAK,1994,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.5248
Pakistan,PAK,1993,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.6034
Pakistan,PAK,1992,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.686
Pakistan,PAK,1991,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.6687
Pakistan,PAK,1990,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.8405
Pakistan,PAK,1989,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.9307
Pakistan,PAK,1988,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.0132
Pakistan,PAK,1987,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.2452
Pakistan,PAK,1986,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.943
Pakistan,PAK,1985,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.7669
Pakistan,PAK,1984,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.5613
Pakistan,PAK,1983,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.7753
Pakistan,PAK,1982,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.0965
Pakistan,PAK,1981,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.5043
Pakistan,PAK,1980,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,3.1678
Pakistan,PAK,1979,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,3.6712
Pakistan,PAK,1978,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,3.5983
Pakistan,PAK,1977,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,3.099
Pakistan,PAK,1976,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.4442
Pakistan,PAK,1975,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.3966
Pakistan,PAK,1974,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.2356
Pakistan,PAK,1973,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.6607
Pakistan,PAK,1972,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.5156
Pakistan,PAK,1971,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,2.2803
Pakistan,PAK,1970,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,1.5099
Pakistan,PAK,2018,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,9.556
Pakistan,PAK,2017,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,10.3602
Pakistan,PAK,2016,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,12.0688
Pakistan,PAK,2015,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,12.471
Pakistan,PAK,2014,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,12.7909
Pakistan,PAK,2013,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,15.1866
Pakistan,PAK,2012,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,17.6846
Pakistan,PAK,2011,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,19.3749
Pakistan,PAK,2010,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,18.6753
Pakistan,PAK,2009,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,16.7397
Pakistan,PAK,2008,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,17.6637
Pakistan,PAK,2007,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,15.2206
Pakistan,PAK,2006,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,15.8863
Pakistan,PAK,2005,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,17.3542
Pakistan,PAK,2004,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,18.5236
Pakistan,PAK,2003,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,18.1173
Pakistan,PAK,2002,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,17.5831
Pakistan,PAK,2001,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,13.7358
Pakistan,PAK,2000,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,16.901
Pakistan,PAK,1999,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,17.5728
Pakistan,PAK,1998,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,15.5461
Pakistan,PAK,1997,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,12.966
Pakistan,PAK,1996,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,14.3137
Pakistan,PAK,1995,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,15.1525
Pakistan,PAK,1994,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,15.5765
Pakistan,PAK,1993,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,14.053
Pakistan,PAK,1992,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,13.8466
Pakistan,PAK,1991,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,13.9819
Pakistan,PAK,1990,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,13.5699
Pakistan,PAK,1989,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,13.9429
Pakistan,PAK,1988,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,15.4635
Pakistan,PAK,1987,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,13.9359
Pakistan,PAK,1986,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,11.9877
Pakistan,PAK,1985,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,9.4278
Pakistan,PAK,1984,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,7.8422
Pakistan,PAK,1983,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,8.3619
Pakistan,PAK,1982,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,7.8366
Pakistan,PAK,1981,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,8.5292
Pakistan,PAK,1980,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,8.4023
Pakistan,PAK,1979,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,6.5204
Pakistan,PAK,1978,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,6.4756
Pakistan,PAK,1977,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,5.3839
Pakistan,PAK,1976,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,4.3159
Pakistan,PAK,1975,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,4.0205
Pakistan,PAK,1974,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,4.7382
Pakistan,PAK,1973,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,7.6009
Pakistan,PAK,1972,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,7.035
Pakistan,PAK,1971,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,6.9332
Pakistan,PAK,1970,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,5.6325
Pakistan,PAK,2018,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,2.3587
Pakistan,PAK,2017,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,2.8998
Pakistan,PAK,2016,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,3.5761
Pakistan,PAK,2015,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,4.0691
Pakistan,PAK,2014,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,4.9898
Pakistan,PAK,2013,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,6.7314
Pakistan,PAK,2012,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,8.3189
Pakistan,PAK,2011,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,9.8734
Pakistan,PAK,2010,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,10.8916
Pakistan,PAK,2009,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,11.3277
Pakistan,PAK,2008,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,13.2277
Pakistan,PAK,2007,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,14.135
Pakistan,PAK,2006,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,16.1158
Pakistan,PAK,2005,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,18.9215
Pakistan,PAK,2004,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,21.8031
Pakistan,PAK,2003,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,22.9314
Pakistan,PAK,2002,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,24.9989
